source_name,source_number,permit_number,permit_type,permit_type2,line1_addr,city_text,zip_cd,latitude,longitude
"MJ and GJ Enterprises, Inc.",09-0062,09-0062-22-01,22,G5,1501 SW Highland Ave,Redmond,97756-2527,44.2696,-121.1841
"Fred Meyer Stores, Inc. (#650)",09-0063,09-0063-22-01,22,G5,944 SW VETERANS WAY,REDMOND,97756,44.2688,-121.1768
Hattenhauer Distributing Co.,09-0070,09-0070-22-01,22,G5,712 SW 5TH,REDMOND,97756,44.2703,-121.1729
"Thabet Management, Inc.",09-0081,09-0081-22-01,22,G5,1846 SW HWY 97,REDMOND,97756,44.2584,-121.1793
"Juniper Fuel, Inc.",44446.00,09-9507-17-01,Jan-00,G1,213 E ANTLER AVE,REDMOND,97756-2316,44.2766,-121.1661
Traeger Pellet Grills LLC,44448.00,09-9509-SI-01,SI,SI,601 NE ANTLER,REDMOND,97756,44.2766,-121.1624
"G & B Cox, LLC",44465.00,09-9526-06-01,Jan-00,G6,651 NW 6TH,REDMOND,97756,44.2815,-121.1746
"CECO, Inc.",13759.00,09-9537-22-01,Jan-00,G5,244 E ANTLER BLVD,REDMOND,97756,44.2761,-121.1663
Truax Corporation,18142.00,09-9549-22-01,Jan-00,G5,516 SW 5TH,REDMOND,97756,44.2725,-121.1716
Truax Corporation,18507.00,09-9550-22-01,Jan-00,G5,826 NW 5TH ST,REDMOND,97756,44.2844,-121.1718
Polar Dream LLC,20333.00,09-9555-22-01,Jan-00,G5,722 NW 6TH,REDMOND,97756,44.2821,-121.1739
"Colvin Oil I, LLC",23255.00,09-9563-22-01,Jan-00,G5,969 NE 7TH STREET,REDMOND,97756,44.2853,-121.1754
"Colvin Oil I, LLC",23621.00,09-9564-22-01,Jan-00,G5,2005 SW HWY 97,REDMOND,97756,44.2578,-121.1815
"Mid Columbia Producers, Inc.",25082.00,09-9568-22-01,Jan-00,G5,2057 SW HWY 97,REDMOND,97756,44.2574,-121.1816
Redmond Oil LLC,29830.00,09-9581-22-01,Jan-00,G5,109 SW 6TH ST,REDMOND,97756,44.2764,-121.1747
Ron's Oil Company,30926.00,09-9584-22-01,Jan-00,G5,2337 HWY 97,REDMOND,97756,44.2541,-121.1836
"Fred Wahl Marine Construction, Inc.",10-0061,10-0061-25-01,25,G1,100 PORT DOCK RD,REEDSPORT,97467-4402,43.7071,-124.0993
"Westrum Funeral Services, Inc. dba Lower Umpqua Crematory",10-0135,10-0135-BS-01,BS,BS,2300 FRONTAGE RD,REEDSPORT,97467,43.695,-124.1227
"Tyree Oil, Inc.",10-0166,10-0166-22-01,22,G5,229 PORT DOCK RD,REEDSPORT,97467-4409,43.7064,-124.1002
"RNT Holdings, LLC",10-0169,10-0169-22-01,22,G5,1575 HIGHWAY 101 S,REEDSPORT,97467-1644,43.6984,-124.1118
Bassett-Hyland Energy Company,10-0175,10-0175-22-01,22,G5,1399 HIGHWAY 101,REEDSPORT,97467,43.7135,-124.1155
Ronald C. La Franchi dba Ron's Oil Company,10-0238,10-0238-22-01,22,G5,1070 HIGHWAY 101,REEDSPORT,97467,43.7017,-124.1069
C & D Lumber Co,10-0009,10-0009-10-01,10,G3,1182 PRUNER RD,RIDDLE,97469,42.9672,-123.3535
Roseburg Forest Products Co.,10-0013,10-0013-TV-01,TV,TV,4500 RIDDLE BYPASS RD,RIDDLE,97469,42.9331,-123.4044
D. R. Johnson Lumber Co.,10-0018,10-0018-ST-01,ST,ST,1991 PRUNER RD,RIDDLE,97469,42.9604,-123.358
Herbert Lumber Co.,10-0043,10-0043-10-01,10,G3,656 RIDDLE BY PASS RD,RIDDLE,97469-9707,42.971,-123.3573
"Green Diamond Performance Materials, Inc.",10-0066,10-0066-ST-01,ST,ST,6TH AVE & E ST,RIDDLE,97469,42.9532,-123.3658
Roseburg Forest Products Co.,10-0078,10-0078-TV-01,TV,TV,3064 Cow Creek Road,RIDDLE,97469-9788,42.9252,-123.4978
Shirtcliff Oil Co. dba Freeway Chevron,10-0183,10-0183-22-01,22,G5,200 PRUNER RD,RIDDLE,97469,42.973,-123.3388
"Riley Store & Archery, LLC",13-0023,13-0023-22-01,22,G5,HWY 20 ,RILEY,97758,43.5417,-119.5038
Murphy Company dba Murphy Plywood,15-0014,15-0014-ST-01,ST,ST,5205 NORTH RIVER DR.,ROGUE RIVER,97537,42.4259,-123.1614
"Colvin Oil I, LLC",15-0096,15-0096-22-01,22,G5,125 DEPOT ST,ROGUE RIVER,97537,42.4327,-123.1692
LPRR - Lil' Pantry - Rogue River,15-0118,15-0118-22-01,22,G5,501 E MAIN ST,ROGUE RIVER,97537-9674,42.433,-123.1652
"Colvin Oil I, LLC dba Rogue River Chevron",15-9591,15-9591-22-01,22,G5,95 PINE ST,ROGUE RIVER,97537,42.4331,-123.1701
"Greatway Center Properties, Inc. dba Wimer Market",15-9631,15-9631-22-01,22,G5,8816 E EVANS CREEK RD,ROGUE RIVER,97537,42.5384,-123.1492
Keller Lumber Co.,10-0019,10-0019-10-01,10,G3,4418 NE KELLER RD,ROSEBURG,97470,43.2666,-123.3572
"P. K. Guido, Inc. dba Umpqua Sand & Gravel, Inc.",10-0020,10-0020-BS-01,BS,BS,640 SHADY DR,ROSEBURG,97470-9660,43.2537,-123.418
Swanson Group Mfg. LLC,10-0030,10-0030-TV-01,TV,TV,2635 OLD HWY 99 SOUTH,ROSEBURG,97470,43.181,-123.3656
Douglas County Public Works Department,10-0031,10-0031-TV-01,TV,TV,376 Roseburg Landfill Road,ROSEBURG,97470,43.1863,-123.3791
"Caddock Electronics, Inc.",10-0032,10-0032-05-01,5,G2,17271 N UMPQUA HWY,ROSEBURG,97470-9422,43.302,-123.1166
Veterans Administration Hospital,10-0034,10-0034-11-01,11,G2,913 NW GARDEN VALLEY BLVD,ROSEBURG,97471-6523,43.2269,-123.3686
Douglas County Farmers Co-op,10-0041,10-0041-BS-01,BS,BS,7585 Old Highway 99N,ROSEBURG,97470,43.3052,-123.3467
"NW Bend Boats, LLC dba North River Boats",10-0069,10-0069-27-01,27,G1,1750 GREEN SIDING RD,ROSEBURG,97471-7121,43.1531,-123.38
"Thabet Management, Inc.",10-0070,10-0070-22-01,22,G5,2530 NE STEPHENS ST,ROSEBURG,97470-1392,43.242,-123.3528
Paramjit Kaur dba Fast Stop Diamond Lake,10-0080,10-0080-22-01,22,G5,2295 NE DIAMOND LAKE BLVD,ROSEBURG,97470-3617,43.2129,-123.3298
Lil Pantry LLC - Roseburg,10-0082,10-0082-22-01,22,G5,2611 NW EDENBOWER BLVD,ROSEBURG,97471-6201,43.2411,-123.3615
Tyree Oil Inc.,10-0087,10-0087-17-01,17,G1,1744 NE DIAMOND LAKE BLVD,ROSEBURG,97470-3366,43.2132,-123.3366
"LTM, Incorporated",10-0098,10-0098-09-01,9,G1,186 BEAVER STATE RD,ROSEBURG,97470-7116,43.1541,-123.369
"DAR USA, Inc.",10-0104,10-0104-22-01,22,G5,346 NW GARDEN VALLEY BLVD,ROSEBURG,97470,43.2267,-123.3579
"The Last Act of Caring, LLC",10-0107,10-0107-12-01,12,G1,635 NE CHESTNUT AVE,ROSEBURG,97470,43.2228,-123.3476
"P.K Guido, Inc.",10-0116,10-0116-09-01,9,G1,640 SHADY DR,ROSEBURG,97470-9660,43.2537,-123.418
"LTM, Incorporated",10-0122,10-0122-07-01,7,G3,186 BEAVER STATE RD,ROSEBURG,97470-7116,43.1541,-123.369
Stonemor Oregon Subsidiary LLC dba Wilson's Chapel of the Roses,10-0133,10-0133-12-01,12,G1,965 W HARVARD BLVD,ROSEBURG,97470,43.2137,-123.3595
Northwest Pipeline LLC,10-0152,10-0152-ST-01,ST,ST,BROZIO ROAD,ROSEBURG,97470,43.309,-123.393
"FCC Commercial Furniture, Inc.",10-0155,10-0155-TV-01,TV,TV,8452 OLD HWY 99 N,ROSEBURG,97470,43.3173,-123.3453
"The Last Act of Caring, LLC dba Roseburg Pet Crematorium",10-0158,10-0158-BS-01,BS,BS,1485 NW BEACON ST,ROSEBURG,97470-2083,43.2287,-123.357
Bassett-Hyland Energy Company,10-0162,10-0162-17-01,17,G1,127 NW GARDEN VALLEY BLVD,ROSEBURG,97470-2045,43.2264,-123.3547
"McCullum's Texaco Service, Inc. dba Chuck's Texaco Service",10-0168,10-0168-22-01,22,G5,912 S STEPHENS ST,ROSEBURG,97470,43.2065,-123.3481
"Ed Staub & Sons Petroleum, Inc. dba Garden Valley Market",10-0170,10-0170-22-01,22,G5,792 NW GARDEN VALLEY BLVD,ROSEBURG,97471-1919,43.2339,-123.3756
"Fred Meyer Stores, Inc.",10-0174,10-0174-22-01,22,G5,770 NW GARDEN VALLEY BLVD,ROSEBURG,97471-1919,43.2339,-123.3756
Bassett-Hyland Energy Company,10-0176,10-0176-22-01,22,G5,4150 OLD HIGHWAY 99S,ROSEBURG,97470,43.2065,-123.3529
TRMC Retail LLC,10-0177,10-0177-22-01,22,G5,2610 NW EDENBOWER BLVD,ROSEBURG,97471-6201,43.2411,-123.3615
"Thabet Management, Inc.",10-0179,10-0179-22-01,22,G5,4446 OLD HIGHWAY 99S,ROSEBURG,97470,43.1811,-123.365
Costco Wholesale Corporation,10-0180,10-0180-22-01,22,G5,149 KENNETH FORD DRIVE,ROSEBURG,97470,43.2104,-123.3679
Shirtcliff Oil Co. dba Kelly's Korner Chevron,10-0184,10-0184-22-01,22,G5,5146 OLD HIGHWAY 99S,ROSEBURG,97470,43.2323,-123.363
Shirtcliff Oil Co. dba Roseburg Chevron,10-0187,10-0187-22-01,22,G5,2625 NE DIAMOND LAKE BLVD,ROSEBURG,97470,43.2126,-123.3213
"Love's Travel Stops & Country Stores, Inc.",10-0201,10-0201-22-01,22,G5,280 GRANT SMITH RD,ROSEBURG,97470-7127,43.1485,-123.3659
"Thabet Management, Inc. dba buy2 014",10-0202,10-0202-22-01,22,G5,1320 W HARVARD AVE,ROSEBURG,97471-2837,43.2134,-123.3663
"Thabet Management, Inc. dba buy2 013",10-0204,10-0204-22-01,22,G5,334 W HARVARD AVE,ROSEBURG,97470-3055,43.2133,-123.3668
Douglas County Farmers Co-op,10-0208,10-0208-22-01,22,G5,3171 NE STEPHENS ST # 99E,ROSEBURG,97470-6236,43.2463,-123.3528
"Melrose Country Store, Inc.",10-0209,10-0209-22-01,22,G5,3737 MELROSE RD,ROSEBURG,97470,43.2469,-123.4598
"Roseburg LFG Energy, LLC",10-0210,10-0210-ST-01,ST,ST,376 ROSEBURG LANDFILL ROAD,ROSEBURG,97470,43.2355,-123.3805
River Forks Market,10-0215,10-0215-22-01,22,G5,4342 GARDEN VALLEY RD,ROSEBURG,97471-9222,43.2625,-123.404
Colvin Oil Company,10-0219,10-0219-22-01,22,G5,345 W HARVARD AVE,ROSEBURG,97470-3056,43.2131,-123.3532
Truax Corporation,10-0221,10-0221-22-01,22,G5,985 WEST HARVARD,ROSEBURG,97470,43.2137,-123.3606
Linen Service Dry Cleaning,10-0224,10-0224-06-01,6,G6,470 NE GARDEN VALLEY BLVD,ROSEBURG,97470-2040,43.2266,-123.35
"LTM, Incorporated dba Knife River Materials an MDU Resources Company",10-0228,10-0228-22-01,22,G5,186 BEAVER CREEK ROAD,ROSEBURG,97470,43.2351,-124.2188
Safeway Inc.,10-0230,10-0230-22-01,22,G5,1539 NE STEPHENS ST,ROSEBURG,97470-1563,43.2285,-123.3502
Ronald C. La Franchi dba Ron's Oil Company,10-0239,10-0239-22-01,22,G5,2050 NE STEPHENS,ROSEBURG,97470,43.2339,-123.351
"Tyree Oil, Inc.",10-0243,10-0243-22-01,22,G5,144 M ST,Roseburg,97471-4565,43.1511,-123.3715
"Tyree Oil, Inc.",10-0244,10-0244-22-01,22,G5,6012 N. UMPQUA HIGHWAY,ROSEBURG,97471,43.2129,-123.2638
"Thabet Management, Inc.",10-0248,10-0248-22-01,22,G5,1847 NE DIAMOND LAKE BLVD,ROSEBURG,97470-3571,43.2132,-123.3354
Dirksen & Sons Inc.,10-0249,10-0249-22-01,22,G5,1082 NE STEPHENS ST,ROSEBURG,97470-6406,43.2225,-123.3464
Hattenhauer Distributing Co.,28-0016,28-0016-22-01,22,G5,91551 BIGGS-RUFUS HWY.,RUFUS,97050,45.6938,-120.7415
VanGilder Family LLC,28-0017,28-0017-22-01,22,G5,501 SE 1ST ST.,RUFUS,97050,45.698,-120.7288
"Eagle Star Rock Products, LLC",05-0009,05-0009-08-01,8,G2,35365 HANKEY RD,SAINT HELENS,97051,45.8706,-122.84
Cascades Tissue Group-Oregon,05-1849,05-1849-TV-02,TV,TV,1300 KASTER RD,SAINT HELENS,97051-3143,45.8476,-122.803
Seneca Foods Corporation,24-0002,24-0002-11-01,11,G2,1105 FRONT ST NE,SALEM,97301-1034,44.9519,-123.0359
CPM Development Corporation,24-0005,24-0005-08-01,8,G2,8425 WINDSOR ISLAND RD N,SALEM,97303,45.0442,-123.0496
"APRO, LLC dba My Goods Market #1297",24-0006,24-0006-22-01,22,G5,4170 PORTLAND RD NE,SALEM,97301-6750,45.0593,-122.9442
"WCP, Inc.",24-0015,24-0015-09-01,9,G1,3225 FARAGATE ST S,SALEM,97302-9747,44.9195,-123.096
"V. T. Golden Mortuary, Inc.",24-0018,24-0018-12-01,12,G1,605 COMMERCIAL ST SE,SALEM,97301-3430,44.9357,-123.042
Capital Grinding Corporation dba Capital Chrome and Precision Grinding,24-0025,24-0025-01-01,1,G3,1520 HICKORY ST NE,SALEM,97303-4214,44.963,-123.0139
Costco Wholesale Corporation,24-0026,24-0026-22-01,22,G5,1010 HAWTHORNE AVE SE,SALEM,97301-5089,44.9196,-122.9967
"Superior Tire Service, Inc.",24-0031,24-0031-SI-01,SI,SI,4230 27TH CT SE,SALEM,97302-1184,44.8941,-123.005
"APRO, LLC dba My Goods Market #5463",24-0046,24-0046-22-01,22,G5,2840 BROADWAY ST NE,SALEM,97303-6500,44.967,-123.0284
"PNW Veg Co., LLC dba Norpac Foods, Inc.",24-0049,24-0049-11-01,11,G2,2210 MADRONA AVE SE,SALEM,97302-1112,44.9067,-123.0144
Oregon Military Department,24-0050,24-0050-18-01,18,G2,3225 STATE ST,SALEM,97301-5063,44.9279,-122.9973
IMEX America Corporation,24-0051,24-0051-SI-01,SI,SI,3560 FAIRVIEW INDUSTRIAL DR SE,SALEM,97302-1154,44.903,-123.0148
"Snyder's-Lance, Inc.",24-0060,24-0060-ST-01,ST,ST,3125 Kettle Ct SE,Salem,97301-5572,44.924,-122.996
Oregon Military Department,24-0061,24-0061-18-01,18,G2,"SALEM FMS, 1776 MILITIA WAY SE",SALEM,97309,44.925,-123.006
Salem Health,24-0071,24-0071-SI-01,SI,SI,1175 LESLIE ST SE,SALEM,97301-4097,44.9311,-123.0304
Transformer Technologies LLC,24-0072,24-0072-SI-01,SI,SI,4705 TURNER RD. SE,SALEM,97302,44.887,-122.981
Salem Oil 1 LLC,24-0073,24-0073-22-01,22,G5,3995 SILVERTON RD NE,SALEM,97305-1365,44.9693,-122.9835
"APRO, LLC dba My Goods Market #5465",24-0074,24-0074-22-01,22,G5,4592 PORTLAND RD NE,SALEM,97305-1655,44.9904,-122.9871
"APRO, LLC dba My Goods Market #5466",24-0075,24-0075-22-01,22,G5,5095 COMMERCIAL ST SE,SALEM,97306-1021,44.8813,-123.0299
"APRO, LLC dba My Goods Market #5558",24-0076,24-0076-22-01,22,G5,102 LANCASTER DR NE,SALEM,97301-5109,44.928,-122.9834
"APRO, LLC",24-0077,24-0077-22-01,22,G5,790 LANCASTER DRIVE SE,SALEM,97317,44.9187,-122.9812
"APRO, LLC",24-0079,24-0079-22-01,22,G5,1098 13TH ST SE,SALEM,97302-2507,44.9267,-123.0293
"Merritt #1, Inc.",24-0080,24-0080-22-01,22,G5,3510 RIVER RD,SALEM,97303,44.9767,-123.025
Truax Corporation,24-0081,24-0081-22-01,22,G5,4005 SILVERTON RD NE,SALEM,97305,44.9695,-122.9832
"Akies', Inc.",24-0103,24-0103-27-01,27,G1,6902 PORTLAND RD NE,SALEM,97305-2442,45.0591,-122.9444
"Boman Industries, Inc.",24-0111,24-0111-29-04,29,G4,2470 EWALD ,SALEM,97302,44.9044,-123.0108
Advanced R.V. Painting and Repair LLC,24-0112,24-0112-27-01,27,G1,11154 PORTLAND RD NE,SALEM,97305-9786,45.081,-122.9189
PiRod Inc. dba Valmont Structures,24-0117,24-0117-25-01,25,G1,3575 25TH ST SE,SALEM,97302-1123,44.904,-123.0087
"7-Eleven, Inc.",24-0119,24-0119-22-01,22,G5,1516 CAPITOL ST NE,SALEM,97303-6453,44.9517,-123.0217
"Merritt #1, Inc.",24-0124,24-0124-22-01,22,G5,4035 CYPRESS ST NE,SALEM,97301-1955,44.9479,-122.9826
"Steelhead Metal & Fab, LLC",24-0129,24-0129-25-01,25,G1,3958 BOONE ROAD SE,SALEM,97301,44.875,-123
Heavenly Wings Pet Cremation L.L.C.,24-0132,24-0132-12-01,12,G1,2195 62ND AVENUE SE,SALEM,97317,44.9065,-122.9342
Oregon State Hospital,24-0139,24-0139-18-01,18,G2,2600 CENTER ST NE,SALEM,97301-2669,44.9399,-123.0018
"Willamette Graystone, Inc.",24-0147,24-0147-BS-01,BS,BS,2190 HYACINTH ST NE,SALEM,97301-3105,44.9807,-123.0014
"Salem Pallet Company, Inc.",24-0153,24-0153-10-01,10,G3,4905 TURNER ROAD SE,SALEM,97317,44.8799,-122.9755
"Fred Meyer Stores, Inc.",24-0155,24-0155-22-01,22,G5,3145 COMMERCIAL ST SE,SALEM,97302,44.9101,-123.0447
"PDK Investment, LLC",24-0160,24-0160-22-01,22,G5,1350 HAWTHORNE AVE NE ,SALEM,97305,44.9469,-122.991
S & M Oil Inc,24-0164,24-0164-22-01,22,G5,280 PINE ST NE,SALEM,97303,44.9622,-123.0329
7-Eleven,24-0169,24-0169-22-01,22,G5,ULALI DR NE,SALEM,97303,45.0071,-122.999
Costco Wholesale Corporation,24-0171,24-0171-22-01,22,G5,27TH AVE SE,SALEM,97306,44.8842,-123.0052
"Space Age Fuel, Inc.",24-0175,24-0175-22-01,22,G5,1570 WHITAKER DR SE,SALEM,97317,44.9109,-122.9584
"PNW Veg Co., LLC dba Norpac Foods, Inc.",24-1011,24-1011-11-01,11,G2,4755 BROOKLAKE RD NE,SALEM,97305-9210,45.0586,-122.9614
Willamette Humane Society,24-2327,24-2327-12-01,12,G1,4246 TURNER RD SE,SALEM,97301,44.8833,-122.5408
City View Cemetery Association,24-4314,24-4314-12-01,12,G1,390 Hoyt St S,Salem,97302,44.9189,-123.0502
CPM Development Corporation,24-4671,24-4671-07-01,7,G3,4105 LANCASTER DR SE,SALEM,97301-6250,44.9022,-122.9742
Oregon State Penitentiary,24-5155,24-5155-ST-01,ST,ST,2605 STATE ST,SALEM,97310-1346,44.9321,-123.005
"Marc Nelson Oil Products, Inc.",24-5323,24-5323-17-01,17,G1,3029 Industrial Wy NE,Salem,97301,44.9658,-123.0132
Willamette University,24-5790,24-5790-11-01,11,G2,900 STATE ST,SALEM,97301-3930,44.9374,-123.0283
Oregon State Correctional Institution,24-5835,24-5835-11-01,11,G2,3405 DEER PARK DRIVE,SALEM,97301,44.8982,-122.9469
Pratum Co-Op,24-5848,24-5848-15-01,15,G1,8955 SUNNYVIEW RD NE,SALEM,97305,44.95,-122.8761
CPM Development Corporation dba River Bend Sand & Gravel Co.,24-5945,24-5945-09-01,9,G1,4105 LANCASTER DR SE,SALEM,97301-6250,44.9022,-122.9742
CPM Development Corporation,24-5955,24-5955-08-01,8,G2,4105 LANCASTER DR SE,SALEM,97301-6250,44.9022,-122.9742
Knife River Corporation - Northwest,24-5956,24-5956-08-01,8,G2,9710 WHEATLAND RD N,SALEM,97303,45.0597,-123.0053
"WCP, Inc.",24-6008,24-6008-08-01,8,G2,3225 FARAGATE ST S,SALEM,97302-9747,44.9195,-123.096
Knife River Corporation - Northwest,24-8057,24-8057-07-01,7,G3,9710 WHEATLAND RD N,SALEM,97303,45.0597,-123.0053
Packaging Corporation of America,24-8061,24-8061-SI-01,SI,SI,2121 MADRONA AVE SE,SALEM,97302,44.9069,-123.0175
"Ennis-Flint, Inc.",24-8082,24-8082-ST-01,ST,ST,1675 COMMERCIAL ST NE,SALEM,97303,44.956,-123.0335
Yamasa Corporation U.S.A.,24-8084,24-8084-11-01,11,G2,3500 FAIRVIEW INDUSTRIAL DR SE,SALEM,97302-1154,44.9051,-123.0159
Akzo Nobel Coatings Inc.,24-9205,24-9205-ST-01,ST,ST,1660 CROSS ST SE,SALEM,97302,44.9255,-123.0239
"State of Oregon, Dept. of Administrative Services",24-9211,24-9211-18-01,18,G2,530 AIRPORT RD SE,SALEM,97301-5068,44.9278,-123.0039
"5475 Gaffin Road, LLC",24-9213,24-9213-18-01,18,G2,5475 Gaffin Road SE,SALEM,97302,44.9061,-122.9491
State of Oregon DAS,24-9218,24-9218-18-01,18,G2,955 CENTER ST SE,SALEM,97310,44.9411,-123.028
Rama LLC dba State Street Arco,24-9226,24-9226-22-01,22,G5,1720 STATE ST,SALEM,97301-4341,44.9352,-123.02
"SV S Espresso and Quick Pump, LLC",24-9228,24-9228-22-01,22,G5,2220 MISSION ST SE,SALEM,97302-1245,44.9249,-123.0159
City of Salem,24-9231,24-9231-22-01,22,G5,1480 22ND ST SE,SALEM,97302,44.9227,-123.018
A & A LLC,24-9239,24-9239-22-01,22,G5,3820 PORTLAND RD NE,SALEM,97301-0314,44.9748,-123.0013
"Marc Nelson Oil Products, Inc.",24-9244,24-9244-22-01,22,G5,810 Lancaster Dr SE,Salem,97317,44.9182,-122.9805
Salem-Keizer School District 24J,24-9255,24-9255-22-01,22,G5,998 HAWTHORNE AVE NE,SALEM,97301-2837,44.9435,-122.9917
"Petrocard, Inc.",24-9262,24-9262-22-01,22,G5,1750 Freeway Ct NE,Salem,97301,44.9511,-122.9914
"Petrocard, Inc.",24-9263,24-9263-22-01,22,G5,970 13TH SE,SALEM,97302,44.9278,-123.0291
"Petrocard, Inc.",24-9264,24-9264-22-01,22,G5,7832 SQUIRREL HILL RD SE,SALEM,97306-9565,44.8417,-123.0098
"Petrocard, Inc.",24-9265,24-9265-22-01,22,G5,205 COLUMBIA ST NE,SALEM,97303,44.9597,-123.0341
"Petrocard, Inc.",24-9266,24-9266-22-01,22,G5,1190 INDUSTRIAL WAY NE,SALEM,97303,44.9671,-123.0118
"Petrocard, Inc.",24-9267,24-9267-22-01,22,G5,4180 PORTLAND RD NE,SALEM,97301-6700,45.0593,-122.9442
"Portland Rd Shell, Inc.",24-9269,24-9269-22-01,22,G5,3502 PORTLAND RD NE,SALEM,97301-0308,44.9713,-123.0047
BP Products North America Inc.,24-9271,24-9271-22-01,22,G5,5401 COMMERCIAL ST SE,SALEM,97306-1119,44.8776,-123.0275
BP Products North America Inc.,24-9272,24-9272-22-01,22,G5,2979 MARKET ST NE,SALEM,97301,44.9503,-122.9981
BP Products North America Inc.,24-9273,24-9273-22-01,22,G5,501 LANCASTER DR NE,SALEM,97301-4731,44.9367,-122.9833
BP Products North America Inc.,24-9274,24-9274-22-01,22,G5,805 COMMERCIAL ST SE,SALEM,97302,44.933,-123.0444
SVS South Salem Shell Inc,24-9280,24-9280-22-01,22,G5,2955 COMMERCIAL ST SE,SALEM,97302-4551,44.9124,-123.0451
"Fred Meyer Stores, Inc. dba FM Fuel Stop",24-9281,24-9281-22-01,22,G5,3740 MARKET ST NE,SALEM,97301-1826,44.9498,-122.9869
State of Oregon,24-9283,24-9283-22-01,22,G5,1100 AIRPORT RD SE,SALEM,97301-6082,44.9236,-123.0039
Truax Corporation,24-9288,24-9288-22-01,22,G5,4310 COMMERCIAL ST SE,SALEM,97302,44.8924,-123.0352
"Merritt # 1, Inc.",24-9289,24-9289-22-01,22,G5,2315 COMMERCIAL ST SE,SALEM,97302-5318,44.919,-123.0447
Truax Corporation,24-9290,24-9290-22-01,22,G5,3333 LANCASTER DR NE,SALEM,97305-1355,44.9685,-122.9835
"Marc Nelson Oil Products, Inc.",24-9291,24-9291-22-01,22,G5,3029 INDUSTRIAL WAY NE,SALEM,97301,44.9669,-123.0122
"Madrona Chevron, Inc.",24-9293,24-9293-22-01,22,G5,3514 COMMERCIAL ST SE,SALEM,97302-3865,44.9045,-123.0413
"Jacksons Food Stores, Inc. dba Jacksons Food Stores #107",24-9294,24-9294-22-01,22,G5,1110 LANCASTER DR SE,SALEM,97301-5837,44.9149,-122.9797
"Jacksons Food Stores, Inc.",24-9295,24-9295-22-01,22,G5,2795 MARKET ST NE,SALEM,97301-1642,44.9498,-123.0009
"Jacksons Food Stores, Inc.",24-9296,24-9296-22-01,22,G5,2485 MISSION ST SE,SALEM,97302-1118,44.9229,-123.0111
"Jacksons Food Stores, Inc.",24-9297,24-9297-22-01,22,G5,4292 LIBERTY RD S,SALEM,97302-5757,44.8944,-123.0571
"Jacksons Food Stores, Inc.",24-9298,24-9298-22-01,22,G5,4397 COMMERCIAL ST SE,SALEM,97302-3968,44.8902,-123.0345
Arun K. Patel dba Alpine Cleaners,24-9299,24-9299-06-01,6,G6,3074 LANCASTER DR NE,SALEM,97305-1396,44.9649,-122.9835
"Space Age Fuel, Inc.",24-9302,24-9302-22-01,22,G5,1080 LANCASTER DRIVE SE,SALEM,97317,44.9146,-122.9794
"U.S. Liberty, LLC",24-9303,24-9303-22-01,22,G5,4433 LANCASTER DR NE,SALEM,97305-1552,44.9838,-122.9833
Safeway Inc.,24-9304,24-9304-22-01,22,G5,5650 COMMERCIAL ST SE,SALEM,97306-1223,44.8736,-123.025
"Salem Union 76 Gas & Food Mart, Inc.",24-9311,24-9311-22-01,22,G5,2890 12TH ST SE,SALEM,97302,44.9125,-123.0305
"Salem Gas, Foodmart and Espresso, Inc",24-9312,24-9312-22-01,22,G5,1491 LANCASTER DR SE,SALEM,97301,44.9145,-122.9803
"Truitt Bros., Inc.",27-0008,27-0008-11-01,11,G2,556 MURLARK AVE NW,SALEM,97304,44.9465,-123.0531
"Plaid Pantries, Inc.",27-0014,27-0014-22-01,22,G5,2591 WALLACE RD NW,SALEM,97304-1413,44.9708,-123.063
West Salem Machinery Company,27-0017,27-0017-25-01,25,G1,665 MURLARK AVE NW,SALEM,97304-3812,44.9474,-123.0543
"General Equity, L.L.C. dba Ernie's Food Mart",27-8040,27-8040-22-01,22,G5,5322 DALLAS HWY NW,SALEM,97304,44.9321,-123.1383
Ritchies Chevron Inc,27-8041,27-8041-22-01,22,G5,1115 WALLACE RD NW,SALEM,97304,44.9503,-123.0521
Abraham Kang dba ABC Cleaners,27-8045,27-8045-06-01,6,G6,1214 WALLACE RD NW,SALEM,97304-3008,44.9522,-123.0523
"ARS-Fresno, LLC",27-8049,27-8049-22-01,22,G5,585 WALLACE RD NW,SALEM,97304,44.9492,-123.0514
Quality Gas LLC,27-8051,27-8051-22-01,22,G5,2385 SALEM DALLAS HIGHWAY,SALEM,97304,44.9321,-123.0934
"Quality Tank & Construction Co., Inc.",03-0073,03-0073-25-01,25,G1,16911 SE 362ND DR,SANDY,97055-9295,45.4009,-122.2911
Oregon Trail School District,03-0082,03-0082-18-01,18,G2,37400 BELL ST,SANDY,97055,45.406,-122.2734
"Mirinae Enterprise, LLC.",03-0086,03-0086-23-01,23,G4,16355 Champion Way,SANDY,97055,45.4056,-122.2952
"Space Age Fuel, Inc.",03-0158,03-0158-23-01,23,G4,15585 SE ORIENT DR,SANDY,97009,45.4104,-122.3025
"Glacier Northwest, Inc.",25628.00,03-2570-09-01,Jan-00,G1,20200 SE FIRWOOD RD,SANDY,97055,45.3762,-122.224
Mt. Hood Cleaners,44280.00,03-9525-06-01,Jan-00,G6,38862 PROCTOR BLVD,SANDY,97055,45.3971,-122.2634
